Frame,ClassID,ClassName,Confidence,X1,Y1,X2,Y2
382,1,Defensive,0.8377293348312378,29,0,698,1277
383,1,Defensive,0.8393129110336304,25,0,699,1276
384,1,Defensive,0.7823499441146851,28,0,702,1278
385,1,Defensive,0.8420798778533936,27,3,706,1278
386,1,Defensive,0.7153183221817017,22,0,711,1272
387,1,Defensive,0.7153183221817017,22,0,711,1272
388,1,Defensive,0.8801686763763428,22,0,710,1268
389,1,Defensive,0.7665713429450989,20,0,715,1228
390,1,Defensive,0.8444133400917053,20,5,713,1269
391,1,Defensive,0.8424453139305115,23,0,715,1265
392,1,Defensive,0.9065758585929871,20,0,715,1265
393,1,Defensive,0.9031053781509399,20,0,715,1265
394,1,Defensive,0.8603059649467468,24,1,715,1267
395,1,Defensive,0.8158534169197083,30,0,717,1272
396,1,Defensive,0.8831684589385986,45,0,720,1280
397,1,Defensive,0.7871812582015991,58,0,717,1263
398,1,Defensive,0.7062047719955444,44,0,719,1279
399,1,Defensive,0.7062047719955444,44,0,719,1279
400,1,Defensive,0.5339540243148804,26,0,710,1276
401,1,Defensive,0.4505545198917389,41,0,718,1264
406,1,Defensive,0.47254684567451477,51,1,712,1265
406,3,Leave,0.32556354999542236,30,5,715,1273
407,1,Defensive,0.6692659854888916,25,0,719,1264
408,1,Defensive,0.8273296356201172,28,0,713,1265
409,1,Defensive,0.4729854464530945,43,1,707,1275
410,1,Defensive,0.3231920003890991,194,0,714,1278
411,1,Defensive,0.3231920003890991,194,0,714,1278
412,3,Leave,0.5499234795570374,37,0,695,820
412,1,Defensive,0.3182689845561981,79,0,720,1280
412,3,Leave,0.2649233043193817,44,0,689,571
413,1,Defensive,0.3806360363960266,47,0,720,1273
414,3,Leave,0.28890514373779297,54,1,715,880
422,1,Defensive,0.34815073013305664,15,0,509,1251
423,1,Defensive,0.34811869263648987,15,0,509,1251
424,3,Leave,0.6322872638702393,12,3,499,1250
425,3,Leave,0.5881027579307556,12,8,497,1255
426,3,Leave,0.5045540928840637,14,5,492,1254
427,3,Leave,0.5710051655769348,12,3,471,1220
428,3,Leave,0.30910345911979675,17,5,479,1218
429,3,Leave,0.32057276368141174,17,4,478,1216
430,3,Leave,0.2538420259952545,20,0,456,1205
433,3,Leave,0.31812942028045654,11,11,457,1236
434,3,Leave,0.3389325737953186,14,3,429,1250
435,3,Leave,0.3385494351387024,14,3,429,1250
436,1,Defensive,0.3018239736557007,14,7,424,1250
436,3,Leave,0.26009130477905273,12,24,395,1255
439,1,Defensive,0.2659091651439667,15,2,422,1267
440,1,Defensive,0.25570324063301086,16,0,411,1270
441,1,Defensive,0.25392675399780273,16,0,411,1270
442,1,Defensive,0.4004267752170563,13,0,392,1253
443,1,Defensive,0.4489552080631256,11,5,414,1260
444,1,Defensive,0.3016141653060913,13,1,462,1254
446,1,Defensive,0.3387715518474579,17,0,488,1230
