Frame,ClassID,ClassName,Confidence,X1,Y1,X2,Y2
96,1,Defensive,0.8535478115081787,1354,20,1918,1058
96,3,Leave,0.4840160608291626,0,101,505,1057
97,1,Defensive,0.8612451553344727,1343,34,1917,1044
97,3,Leave,0.8389291763305664,0,56,598,1035
98,1,Defensive,0.7893802523612976,1302,28,1915,1046
98,3,Leave,0.7604308724403381,6,7,702,1027
99,3,Leave,0.786187469959259,0,65,543,1041
99,1,Defensive,0.7699524164199829,1268,33,1909,1041
99,3,Leave,0.6901968717575073,4,20,733,1032
100,3,Leave,0.8673861622810364,0,65,508,1043
100,3,Leave,0.5709736347198486,2,18,714,1033
100,1,Defensive,0.3447002172470093,1262,33,1901,1047
101,3,Leave,0.8303323984146118,0,42,568,1045
101,3,Leave,0.33460572361946106,1221,22,1870,1061
102,3,Leave,0.882327675819397,0,38,581,1055
102,3,Leave,0.34215784072875977,1176,21,1826,1054
103,3,Leave,0.9203148484230042,0,66,494,1053
104,3,Leave,0.910078763961792,0,64,524,1037
105,3,Leave,0.8714495301246643,0,64,524,1063
105,3,Leave,0.6412650346755981,0,33,719,1049
106,3,Leave,0.8991858959197998,0,52,580,1049
107,3,Leave,0.8479335308074951,0,54,571,1059
108,3,Leave,0.870982825756073,0,46,603,1071
108,3,Leave,0.45097482204437256,1069,0,1690,927
109,3,Leave,0.9410440921783447,0,51,632,1080
109,3,Leave,0.5167148113250732,1071,0,1710,892
110,3,Leave,0.9041908383369446,0,51,661,1080
110,3,Leave,0.26214632391929626,1077,0,1657,884
111,3,Leave,0.9172440767288208,0,56,655,1069
111,3,Leave,0.42318686842918396,0,47,463,1061
112,3,Leave,0.8619681596755981,0,54,661,1060
112,3,Leave,0.3185996413230896,0,49,460,1048
113,3,Leave,0.7824192643165588,0,54,647,1051
113,3,Leave,0.28633469343185425,0,46,450,1035
114,3,Leave,0.8504859209060669,0,48,659,1043
114,3,Leave,0.488609254360199,0,35,451,1033
115,3,Leave,0.7928679585456848,0,29,634,1053
115,3,Leave,0.3238559663295746,0,8,420,1042
115,3,Leave,0.31566858291625977,771,24,1571,818
116,3,Leave,0.883810818195343,0,0,617,1054
117,3,Leave,0.877099335193634,0,0,645,1055
117,3,Leave,0.3781889081001282,0,0,459,1045
118,3,Leave,0.822144627571106,0,0,604,1057
119,3,Leave,0.8978074193000793,0,0,614,1057
120,3,Leave,0.8317357897758484,0,0,579,1054
121,3,Leave,0.6826892495155334,0,0,612,1052
122,3,Leave,0.5550714731216431,0,0,599,1053
123,3,Leave,0.5123511552810669,0,0,605,1050
124,3,Leave,0.3739607334136963,0,0,598,1048
125,0,Cover Drive,0.3306106925010681,0,0,596,1049
126,0,Cover Drive,0.35602036118507385,0,0,578,1051
127,0,Cover Drive,0.3857232332229614,0,2,580,1052
128,0,Cover Drive,0.3775539696216583,0,0,524,1057
129,0,Cover Drive,0.5351443290710449,0,0,566,1062
130,3,Leave,0.5048267841339111,0,0,540,1065
131,3,Leave,0.5183050036430359,0,0,541,1064
132,3,Leave,0.676613450050354,0,0,541,1061
133,0,Cover Drive,0.3833153545856476,0,0,503,1057
134,3,Leave,0.3458114266395569,0,0,501,1057
135,0,Cover Drive,0.4158884882926941,0,0,493,1054
135,3,Leave,0.3666607439517975,1420,1,1917,1041
136,0,Cover Drive,0.7910876274108887,0,0,494,1054
137,0,Cover Drive,0.7922385334968567,0,0,496,1051
138,0,Cover Drive,0.5790800452232361,0,10,501,1051
139,0,Cover Drive,0.4883526861667633,0,14,493,1046
140,0,Cover Drive,0.4995359778404236,0,15,492,1045
141,0,Cover Drive,0.323283851146698,0,26,479,1034
142,0,Cover Drive,0.25592535734176636,0,45,472,1036
143,0,Cover Drive,0.2638096809387207,0,42,472,1036
144,0,Cover Drive,0.4199741780757904,0,54,468,1049
145,0,Cover Drive,0.36294761300086975,0,59,456,1056
146,0,Cover Drive,0.39757463335990906,0,57,453,1055
147,0,Cover Drive,0.3475879430770874,0,66,452,1057
148,0,Cover Drive,0.46969982981681824,0,72,456,1064
149,0,Cover Drive,0.4429360330104828,0,74,457,1065
150,0,Cover Drive,0.45892730355262756,0,68,451,1063
150,3,Leave,0.32319149374961853,1450,34,1917,1055
151,0,Cover Drive,0.4600158631801605,0,69,451,1063
151,3,Leave,0.30077028274536133,1467,34,1918,1058
152,0,Cover Drive,0.4274270832538605,0,65,414,1065
153,0,Cover Drive,0.6138538718223572,0,71,396,1065
154,0,Cover Drive,0.6038832664489746,0,70,398,1066
155,0,Cover Drive,0.32996779680252075,0,74,382,1065
156,0,Cover Drive,0.45135724544525146,0,74,386,1066
157,0,Cover Drive,0.4602124094963074,0,73,387,1066
159,0,Cover Drive,0.38708069920539856,0,88,377,1068
160,0,Cover Drive,0.38813266158103943,0,89,377,1068
163,3,Leave,0.3403664827346802,1545,73,1918,1050
163,3,Leave,0.2799491286277771,0,65,407,1065
164,3,Leave,0.2983190417289734,722,0,1381,959
164,3,Leave,0.2649223804473877,1561,54,1918,1050
165,3,Leave,0.2851969301700592,723,0,1393,961
165,3,Leave,0.2660493850708008,1556,52,1918,1050
167,3,Leave,0.2592407763004303,1482,94,1918,1050
168,3,Leave,0.29688265919685364,1498,93,1918,1049
174,3,Leave,0.25358107686042786,1549,217,1919,1059
175,3,Leave,0.32272809743881226,1553,218,1919,1062
176,3,Leave,0.36033543944358826,1530,177,1919,1062
177,3,Leave,0.39080020785331726,736,0,1403,1035
177,3,Leave,0.31344735622406006,1543,182,1919,1063
178,3,Leave,0.3407507836818695,1560,106,1919,1062
178,3,Leave,0.2661326229572296,682,0,1385,1054
179,3,Leave,0.5046379566192627,1463,186,1919,1058
179,3,Leave,0.40115752816200256,1558,328,1919,1057
179,3,Leave,0.2701230049133301,715,0,1450,1059
180,3,Leave,0.5154097676277161,1465,202,1919,1057
180,3,Leave,0.43146756291389465,1554,326,1919,1056
180,3,Leave,0.288371205329895,702,0,1503,1060
181,3,Leave,0.4394623339176178,660,1,1466,1063
181,3,Leave,0.27598699927330017,1553,204,1919,1058
182,3,Leave,0.27592912316322327,1559,278,1919,1055
183,3,Leave,0.29688307642936707,648,20,1416,1051
185,3,Leave,0.31972867250442505,636,45,1579,1053
189,3,Leave,0.25142988562583923,1429,159,1918,1065
190,3,Leave,0.311195969581604,1509,322,1919,1067
190,3,Leave,0.25022658705711365,608,56,1263,1050
201,3,Leave,0.4501039385795593,671,61,1869,1062
202,3,Leave,0.2884843647480011,655,94,1904,1065
203,3,Leave,0.3626023530960083,738,83,1361,1064
204,3,Leave,0.4877883195877075,737,73,1853,1068
204,3,Leave,0.414772629737854,756,62,1420,1062
205,3,Leave,0.6739506125450134,771,69,1832,1061
205,3,Leave,0.47078752517700195,762,68,1417,1059
205,3,Leave,0.4017234444618225,197,87,797,1049
206,3,Leave,0.6233513951301575,771,73,1557,1063
206,3,Leave,0.5857247114181519,0,590,530,1059
207,3,Leave,0.7904772758483887,0,600,506,1049
207,3,Leave,0.44274699687957764,776,81,1811,1062
208,3,Leave,0.7892483472824097,0,601,532,1045
208,3,Leave,0.6360651254653931,897,77,1837,1065
208,3,Leave,0.33143168687820435,871,76,1558,1056
209,3,Leave,0.8752740621566772,0,591,548,1051
209,3,Leave,0.462556391954422,916,81,1579,1057
210,3,Leave,0.9468350410461426,0,586,581,1053
210,3,Leave,0.5517349243164062,912,76,1749,1056
211,3,Leave,0.9296871423721313,0,584,619,1059
211,3,Leave,0.7037732005119324,1001,88,1774,1053
212,3,Leave,0.9321688413619995,0,575,677,1051
212,3,Leave,0.34900879859924316,965,71,1749,1053
213,3,Leave,0.9698668122291565,0,570,699,1058
213,3,Leave,0.3162540793418884,1046,87,1763,1054
214,3,Leave,0.9693511724472046,0,570,734,1060
215,3,Leave,0.9827137589454651,0,575,744,1054
215,3,Leave,0.35228872299194336,961,112,1651,1052
216,3,Leave,0.9810365438461304,0,571,784,1057
217,3,Leave,0.9640796184539795,5,570,801,1054
218,3,Leave,0.9568815231323242,13,569,813,1055
219,3,Leave,0.8637492060661316,27,568,835,1054
220,3,Leave,0.3188105523586273,35,545,857,1051
222,3,Leave,0.37374675273895264,53,524,865,1049
223,3,Leave,0.2629225254058838,42,482,861,1051
224,3,Leave,0.2875071167945862,25,478,873,1054
224,0,Cover Drive,0.26949650049209595,27,461,866,1053
225,3,Leave,0.42420893907546997,21,474,874,1056
225,0,Cover Drive,0.2948684096336365,20,435,867,1055
233,3,Leave,0.5349438786506653,28,447,916,1061
234,0,Cover Drive,0.2995634973049164,48,271,918,1058
234,3,Leave,0.27240097522735596,43,394,917,1060
235,3,Leave,0.3812927305698395,48,405,915,1059
236,0,Cover Drive,0.48841312527656555,53,267,907,1063
237,0,Cover Drive,0.5468457341194153,43,241,927,1059
238,0,Cover Drive,0.41424044966697693,65,351,922,1058
239,0,Cover Drive,0.5050041079521179,48,251,930,1058
240,0,Cover Drive,0.4490974545478821,60,253,930,1057
241,0,Cover Drive,0.539061963558197,74,271,947,1056
242,0,Cover Drive,0.3805966377258301,69,289,967,1051
243,3,Leave,0.38883671164512634,68,268,1001,1047
244,3,Leave,0.4995919167995453,60,160,1025,1043
245,0,Cover Drive,0.40830543637275696,81,173,1038,1042
246,3,Leave,0.5713335275650024,48,188,1044,1049
247,3,Leave,0.48062804341316223,59,189,1078,1040
247,0,Cover Drive,0.3060227036476135,63,174,1079,1030
248,3,Leave,0.6560384035110474,54,165,1054,1042
249,3,Leave,0.5807990431785583,57,166,1045,1047
250,3,Leave,0.7323418259620667,47,152,1070,1053
251,3,Leave,0.6608356237411499,41,129,1120,1049
252,3,Leave,0.7764017581939697,50,112,1117,1046
253,3,Leave,0.7728854417800903,218,129,1119,1045
254,3,Leave,0.7345498204231262,117,104,1130,1047
255,3,Leave,0.7393471002578735,96,149,1129,1048
256,3,Leave,0.7547173500061035,62,112,1127,1043
257,3,Leave,0.6866030097007751,91,94,1558,1035
258,3,Leave,0.6007645130157471,28,75,1570,1035
259,3,Leave,0.719693660736084,42,110,1254,1046
260,3,Leave,0.5516821146011353,38,94,1532,1052
261,3,Leave,0.6414626836776733,35,98,1454,1060
262,3,Leave,0.7691594958305359,74,102,1270,1058
263,3,Leave,0.6635018587112427,73,94,1218,1060
264,0,Cover Drive,0.7037721276283264,93,91,1235,1056
264,3,Leave,0.48292043805122375,152,75,1272,1049
265,0,Cover Drive,0.6805124878883362,66,85,1225,1057
265,3,Leave,0.6130506992340088,98,85,1233,1050
266,3,Leave,0.6399526000022888,131,81,1197,1049
266,0,Cover Drive,0.6275935769081116,77,81,1209,1055
267,0,Cover Drive,0.7472163438796997,68,80,1230,1052
267,3,Leave,0.4670000672340393,107,56,1227,1048
268,0,Cover Drive,0.6547810435295105,58,72,1279,1051
268,3,Leave,0.5382761359214783,167,42,1319,1050
269,0,Cover Drive,0.7095960974693298,68,69,1248,1044
269,3,Leave,0.5368064045906067,203,46,1249,1045
270,0,Cover Drive,0.7994839549064636,113,66,1298,1035
271,0,Cover Drive,0.8402367830276489,71,58,1240,1040
272,0,Cover Drive,0.8458355665206909,56,54,1380,1045
273,0,Cover Drive,0.8579506278038025,91,50,1261,1050
273,0,Cover Drive,0.4136226773262024,1587,0,1917,937
274,0,Cover Drive,0.8151412606239319,75,42,1304,1046
274,0,Cover Drive,0.35064762830734253,1587,3,1917,939
275,0,Cover Drive,0.7511280179023743,81,32,1550,1038
275,0,Cover Drive,0.40460774302482605,1579,16,1917,934
276,0,Cover Drive,0.9139207601547241,81,18,1441,1060
277,0,Cover Drive,0.8741720914840698,75,7,1653,1077
277,0,Cover Drive,0.3318358361721039,181,30,1290,1080
278,0,Cover Drive,0.8003963828086853,70,4,1708,1080
279,0,Cover Drive,0.9078742265701294,70,1,1650,1080
279,0,Cover Drive,0.33578985929489136,1577,0,1917,905
280,0,Cover Drive,0.9016095995903015,70,0,1683,1080
280,0,Cover Drive,0.3046717643737793,1602,0,1918,898
281,0,Cover Drive,0.8284040093421936,60,0,1677,1080
282,0,Cover Drive,0.8877499103546143,68,0,1660,1078
283,0,Cover Drive,0.8686457276344299,63,0,1633,1072
284,0,Cover Drive,0.8915984034538269,48,0,1665,1074
285,0,Cover Drive,0.6756308674812317,36,0,1667,1063
286,0,Cover Drive,0.7193264365196228,84,63,1406,1053
287,0,Cover Drive,0.8368340134620667,114,0,1442,1071
288,0,Cover Drive,0.84269779920578,50,27,1393,1061
289,0,Cover Drive,0.8880982995033264,65,61,1362,1059
289,0,Cover Drive,0.29141128063201904,1613,0,1918,879
290,0,Cover Drive,0.9250152111053467,96,0,1385,1068
290,0,Cover Drive,0.2561163604259491,1614,0,1918,872
291,0,Cover Drive,0.9370856285095215,86,0,1369,1068
291,0,Cover Drive,0.26023417711257935,1615,0,1918,874
292,0,Cover Drive,0.9647347331047058,77,0,1333,1060
293,0,Cover Drive,0.9625937342643738,72,0,1293,1060
294,0,Cover Drive,0.945808470249176,66,0,1271,1064
295,0,Cover Drive,0.9460956454277039,64,0,1254,1067
296,0,Cover Drive,0.9563648700714111,60,0,1312,1069
296,0,Cover Drive,0.2599763870239258,1612,0,1918,863
297,0,Cover Drive,0.9580458402633667,60,0,1405,1074
297,0,Cover Drive,0.2709054946899414,1596,0,1918,865
298,0,Cover Drive,0.9433887600898743,63,0,1317,1068
298,0,Cover Drive,0.271783709526062,1597,0,1918,866
299,0,Cover Drive,0.9053037762641907,57,0,1309,1075
300,0,Cover Drive,0.8955911993980408,60,0,1216,1073
300,0,Cover Drive,0.25603199005126953,1598,0,1918,868
301,0,Cover Drive,0.8975989818572998,56,0,1284,1080
302,0,Cover Drive,0.8846180438995361,65,0,1232,1074
303,0,Cover Drive,0.8916546702384949,88,0,1084,1063
304,0,Cover Drive,0.8787208199501038,91,0,1064,1065
304,0,Cover Drive,0.2639150321483612,1604,0,1917,886
305,0,Cover Drive,0.8928102850914001,86,0,1060,1062
305,0,Cover Drive,0.29900479316711426,1595,0,1917,887
306,0,Cover Drive,0.7564936280250549,107,0,1043,1055
307,0,Cover Drive,0.8794752359390259,70,0,1061,1062
307,3,Leave,0.26155272126197815,156,0,1036,1050
308,0,Cover Drive,0.7737737894058228,93,0,1048,1062
309,0,Cover Drive,0.7222089171409607,103,0,1037,1063
309,3,Leave,0.41120898723602295,189,0,1023,1047
310,0,Cover Drive,0.8456535935401917,84,0,1030,1067
310,3,Leave,0.37007230520248413,195,0,1021,1051
311,0,Cover Drive,0.868573009967804,119,0,1031,1064
311,3,Leave,0.34484902024269104,217,0,1030,1054
312,0,Cover Drive,0.8855440020561218,109,0,1025,1070
312,0,Cover Drive,0.2581409811973572,1585,0,1917,930
313,0,Cover Drive,0.9131777882575989,162,0,1023,1065
314,0,Cover Drive,0.9049955010414124,188,0,1027,1067
315,0,Cover Drive,0.831250011920929,192,0,1024,1061
316,0,Cover Drive,0.77773517370224,171,0,1024,1060
317,0,Cover Drive,0.7523752450942993,174,0,1039,1059
318,0,Cover Drive,0.6310393214225769,245,0,1050,1056
318,3,Leave,0.4019559323787689,232,0,1057,1059
319,0,Cover Drive,0.6077189445495605,251,0,1038,1048
319,3,Leave,0.4832703173160553,239,0,1049,1053
320,0,Cover Drive,0.5559815168380737,256,0,1066,1044
320,3,Leave,0.5047810077667236,256,0,1070,1051
321,0,Cover Drive,0.7802039980888367,268,0,1077,1050
321,3,Leave,0.48971349000930786,263,0,1075,1059
322,3,Leave,0.5947874188423157,266,0,1080,1054
322,0,Cover Drive,0.48875343799591064,265,0,1090,1039
323,0,Cover Drive,0.4436831474304199,284,0,1108,1042
323,3,Leave,0.41950923204421997,278,0,1089,1052
324,3,Leave,0.43016350269317627,283,9,1092,1048
324,0,Cover Drive,0.35933196544647217,284,0,1101,1041
325,0,Cover Drive,0.5317375063896179,277,0,1090,1042
325,3,Leave,0.28740736842155457,264,11,1091,1051
326,3,Leave,0.49143508076667786,263,23,1099,1046
326,0,Cover Drive,0.34316253662109375,273,0,1089,1038
327,3,Leave,0.5047821998596191,244,26,1131,1043
