Frame,ClassID,ClassName,Confidence,X1,Y1,X2,Y2
38,0,Cover Drive,0.330973356962204,296,146,1683,1061
39,0,Cover Drive,0.4157266914844513,311,150,1601,1060
40,0,Cover Drive,0.3359794318675995,309,153,1507,1059
40,2,Aggressive,0.322102427482605,317,135,1508,1056
41,0,Cover Drive,0.3011678457260132,276,167,1660,1056
42,2,Aggressive,0.27502402663230896,283,160,1557,1056
43,2,Aggressive,0.3869883120059967,307,222,1657,1044
44,2,Aggressive,0.3238891065120697,293,213,1514,1054
47,2,Aggressive,0.43793946504592896,280,181,1493,1053
48,2,Aggressive,0.7769458293914795,292,77,1399,1044
49,2,Aggressive,0.36573559045791626,318,148,1441,1052
50,2,Aggressive,0.38452771306037903,318,136,1424,1053
51,2,Aggressive,0.52434241771698,306,75,1390,1048
52,2,Aggressive,0.5806304216384888,294,72,1401,1043
53,2,Aggressive,0.5485384464263916,312,125,1444,1054
54,2,Aggressive,0.42052140831947327,315,90,1382,1056
55,2,Aggressive,0.34695273637771606,311,82,1355,1053
56,2,Aggressive,0.28692400455474854,317,80,1342,1050
57,2,Aggressive,0.290673166513443,316,79,1340,1050
58,0,Cover Drive,0.2671997547149658,301,73,1332,1056
59,2,Aggressive,0.3088970184326172,298,81,1406,1057
60,2,Aggressive,0.39445796608924866,319,83,1397,1060
61,2,Aggressive,0.3817584812641144,306,92,1364,1057
62,2,Aggressive,0.3622141480445862,295,81,1276,1055
63,2,Aggressive,0.36398789286613464,295,81,1276,1055
64,2,Aggressive,0.4230135381221771,249,75,1275,1060
65,1,Defensive,0.48993510007858276,268,65,1250,1060
65,2,Aggressive,0.2504797577857971,265,63,1252,1060
66,2,Aggressive,0.4126272201538086,46,57,1218,1059
66,1,Defensive,0.3543337285518646,265,68,1270,1061
67,1,Defensive,0.3665371537208557,325,70,1302,1070
72,1,Defensive,0.30179840326309204,212,68,1920,1056
73,1,Defensive,0.26593777537345886,213,68,1917,1053
78,1,Defensive,0.2830260992050171,152,156,1920,1057
79,1,Defensive,0.29389822483062744,158,156,1920,1058
80,1,Defensive,0.2717265188694,147,169,1920,1055
285,1,Defensive,0.3900885581970215,0,73,1435,748
286,1,Defensive,0.3998340666294098,0,76,1381,747
287,1,Defensive,0.36128517985343933,0,46,1284,772
288,1,Defensive,0.37566548585891724,0,46,1277,773
289,1,Defensive,0.40018633008003235,10,64,1315,822
290,1,Defensive,0.4051820933818817,10,61,1288,823
291,1,Defensive,0.3397909998893738,7,71,1237,864
292,1,Defensive,0.3676699101924896,7,73,1237,861
295,1,Defensive,0.3423083424568176,648,1,1211,893
296,1,Defensive,0.3658874034881592,653,1,1208,893
297,1,Defensive,0.38442736864089966,603,14,1208,922
297,1,Defensive,0.28114327788352966,58,18,1224,922
298,1,Defensive,0.35976675152778625,602,18,1205,922
298,1,Defensive,0.31293416023254395,54,23,1218,922
299,2,Aggressive,0.29319605231285095,587,0,1181,939
300,2,Aggressive,0.3088926672935486,589,0,1182,938
301,1,Defensive,0.5954116582870483,606,0,1174,951
302,1,Defensive,0.6074207425117493,607,0,1170,951
303,1,Defensive,0.5252975821495056,580,4,1159,987
304,1,Defensive,0.49214455485343933,581,9,1154,988
305,1,Defensive,0.7225177884101868,567,11,1148,1005
306,1,Defensive,0.7387499213218689,565,12,1151,1005
308,2,Aggressive,0.4981970489025116,392,5,1094,1026
308,1,Defensive,0.2739773988723755,546,5,1119,1031
309,2,Aggressive,0.5210089087486267,399,5,1092,1027
310,2,Aggressive,0.5356730818748474,517,19,1091,1046
310,2,Aggressive,0.2795669138431549,0,29,1060,1041
310,1,Defensive,0.2711249887943268,543,18,1109,1046
311,2,Aggressive,0.47391068935394287,497,18,1097,1046
311,1,Defensive,0.3288952708244324,540,17,1111,1045
311,2,Aggressive,0.2510828375816345,0,28,1062,1041
312,1,Defensive,0.608227014541626,542,44,1089,1031
312,2,Aggressive,0.5585687756538391,538,44,1075,1027
313,1,Defensive,0.5969448685646057,542,44,1089,1031
313,2,Aggressive,0.5318527221679688,538,44,1075,1027
314,3,Leave,0.5600236058235168,518,45,1083,1009
315,3,Leave,0.5917502045631409,519,44,1083,1009
316,1,Defensive,0.33232077956199646,500,34,1064,1045
317,1,Defensive,0.32107362151145935,498,31,1065,1042
318,1,Defensive,0.4831359386444092,502,31,1045,1057
319,1,Defensive,0.47835612297058105,504,26,1046,1057
319,3,Leave,0.27438411116600037,509,16,1059,1024
320,1,Defensive,0.6191772222518921,482,25,1044,1058
320,3,Leave,0.3253789246082306,489,14,1058,1036
321,1,Defensive,0.6168390512466431,484,20,1043,1057
321,3,Leave,0.2798428237438202,491,9,1057,1035
322,3,Leave,0.6012717485427856,493,11,1046,1056
323,3,Leave,0.5802857279777527,492,5,1053,1056
324,1,Defensive,0.49921292066574097,495,0,1035,1061
325,1,Defensive,0.5011555552482605,497,0,1037,1061
326,3,Leave,0.650796115398407,492,16,1023,1061
327,3,Leave,0.6981395483016968,491,17,1024,1061
328,3,Leave,0.713412344455719,499,16,1014,1062
329,3,Leave,0.7298388481140137,500,16,1015,1061
330,3,Leave,0.4559444487094879,486,18,1026,1061
335,1,Defensive,0.30341166257858276,495,50,1016,1058
336,1,Defensive,0.2944228947162628,494,50,1017,1058
337,1,Defensive,0.35931697487831116,180,58,1014,1059
338,1,Defensive,0.3906014859676361,260,59,1014,1059
339,1,Defensive,0.3757588863372803,404,68,1017,1064
340,1,Defensive,0.40335360169410706,369,68,1016,1064
341,0,Cover Drive,0.2745031714439392,186,69,1012,1063
342,0,Cover Drive,0.2735905349254608,180,69,1012,1063
343,1,Defensive,0.33801180124282837,187,79,1014,1064
344,0,Cover Drive,0.330196350812912,190,79,1015,1064
344,0,Cover Drive,0.25906938314437866,492,77,1018,1067
345,0,Cover Drive,0.2666076123714447,341,84,1010,1060
